,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
2513,GO_Biological_Process_2023,Dense Core Granule Cytoskeletal Transport (GO:0099519),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,SYT4
2512,GO_Biological_Process_2023,Cytolysis By Host Of Symbiont Cells (GO:0051838),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,NRG1
2511,GO_Biological_Process_2023,Clathrin Coat Disassembly (GO:0072318),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,SH3GL2
2510,GO_Biological_Process_2023,Choline Transport (GO:0015871),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,SLC44A4
2509,GO_Biological_Process_2023,Cellular Response To Hepatocyte Growth Factor Stimulus (GO:0035729),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,NELL1
2508,GO_Biological_Process_2023,Cellular Response To Bacterial Lipopeptide (GO:0071221),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,CD36
2507,GO_Biological_Process_2023,Cellular Hypotonic Response (GO:0071476),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,MYLK
2506,GO_Biological_Process_2023,Cardiac Muscle Cell Myoblast Differentiation (GO:0060379),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,NRG1
2505,GO_Biological_Process_2023,Auditory Receptor Cell Stereocilium Organization (GO:0060088),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,TPRN
2504,GO_Biological_Process_2023,Auditory Receptor Cell Morphogenesis (GO:0002093),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,TPRN
2503,GO_Biological_Process_2023,Atrioventricular Valve Formation (GO:0003190),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,GATA4
2502,GO_Biological_Process_2023,Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I (GO:0019885),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,TAP1
2501,GO_Biological_Process_2023,Angiotensin-Activated Signaling Pathway (GO:0038166),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,CAV1
2500,GO_Biological_Process_2023,Amino-Acid Betaine Metabolic Process (GO:0006577),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,BHMT2
2499,GO_Biological_Process_2023,Aldehyde Biosynthetic Process (GO:0046184),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,DDR2
2530,GO_Biological_Process_2023,Long-Term Synaptic Depression (GO:0060292),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,SLC24A2
2529,GO_Biological_Process_2023,Long-Chain Fatty Acid Catabolic Process (GO:0042758),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,ACADL
2528,GO_Biological_Process_2023,Locomotor Rhythm (GO:0045475),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,EGR1
2527,GO_Biological_Process_2023,Lipid Hydroxylation (GO:0002933),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,CYP3A4
2526,GO_Biological_Process_2023,Ketone Body Metabolic Process (GO:1902224),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,HMGCS2
2525,GO_Biological_Process_2023,Intracellular Triglyceride Homeostasis (GO:0035356),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,DGAT2
2524,GO_Biological_Process_2023,Intracellular Sequestering Of Iron Ion (GO:0006880),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,FTMT
2523,GO_Biological_Process_2023,Interleukin-3-Mediated Signaling Pathway (GO:0038156),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,STAT5A
2522,GO_Biological_Process_2023,Inositol Metabolic Process (GO:0006020),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,MIOX
2521,GO_Biological_Process_2023,Hypotonic Response (GO:0006971),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,MYLK
2520,GO_Biological_Process_2023,Host-Mediated Regulation Of Intestinal Microbiota Composition (GO:0048874),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,MUC2
2519,GO_Biological_Process_2023,Glomerular Epithelial Cell Development (GO:0072310),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,NPHS1
2518,GO_Biological_Process_2023,Gap Junction Assembly (GO:0016264),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,GJB2
2517,GO_Biological_Process_2023,Ganglioside Catabolic Process (GO:0006689),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,NEU4
2516,GO_Biological_Process_2023,Exocrine System Development (GO:0035272),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,RAB26
2515,GO_Biological_Process_2023,Determination Of Digestive Tract Left/Right Asymmetry (GO:0071907),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,ZIC3
2546,GO_Biological_Process_2023,Negative Regulation Of p38MAPK Cascade (GO:1903753),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,DUSP1
2545,GO_Biological_Process_2023,Negative Regulation Of Neuron Projection Regeneration (GO:0070571),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,RTN4R
2544,GO_Biological_Process_2023,Negative Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051045),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,TIMP4
2543,GO_Biological_Process_2023,Negative Regulation Of Low-Density Lipoprotein Receptor Activity (GO:1905598),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,ADIPOQ
2542,GO_Biological_Process_2023,Negative Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901533),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,TCF15
2541,GO_Biological_Process_2023,Negative Regulation Of Epidermal Cell Differentiation (GO:0045605),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,HOXA7
2540,GO_Biological_Process_2023,Negative Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001033),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,HMGA2
2539,GO_Biological_Process_2023,Negative Regulation Of Digestive System Process (GO:0060457),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,TIFAB
2538,GO_Biological_Process_2023,Negative Regulation Of Dendritic Spine Development (GO:0061000),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,NLGN1
2537,GO_Biological_Process_2023,Negative Regulation Of Centriole Replication (GO:0046600),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,KAT2B
2536,GO_Biological_Process_2023,Monoacylglycerol Catabolic Process (GO:0052651),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,MGLL
2535,GO_Biological_Process_2023,Mitotic Nuclear Membrane Disassembly (GO:0007077),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,PLK1
2534,GO_Biological_Process_2023,Marginal Zone B Cell Differentiation (GO:0002315),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,DOCK11
2533,GO_Biological_Process_2023,Maintenance Of Protein Location In Extracellular Region (GO:0071694),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,FBN2
2532,GO_Biological_Process_2023,Macropinocytosis (GO:0044351),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,PYCARD
2531,GO_Biological_Process_2023,Macrophage Derived Foam Cell Differentiation (GO:0010742),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,PPARG
2562,GO_Biological_Process_2023,Positive Regulation Of Activation Of Janus Kinase Activity (GO:0010536),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,IL12B
2561,GO_Biological_Process_2023,Positive Regulation Of RNA Binding (GO:1905216),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,LARP6
2560,GO_Biological_Process_2023,Positive Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process (GO:1903071),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,CAV1
2559,GO_Biological_Process_2023,Polyadenylation-Dependent snoRNA 3'-End Processing (GO:0071051),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,EXOSC4
2558,GO_Biological_Process_2023,Podocyte Development (GO:0072015),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,NPHS1
2557,GO_Biological_Process_2023,Peptidyl-Arginine Modification (GO:0018195),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,PRMT8
2556,GO_Biological_Process_2023,Parallel Actin Filament Bundle Assembly (GO:0030046),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,ESPN
2555,GO_Biological_Process_2023,Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070431),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,NOD2
2554,GO_Biological_Process_2023,Nucleoside Diphosphate Catabolic Process (GO:0009134),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,ENTPD8
2553,GO_Biological_Process_2023,Nucleobase Catabolic Process (GO:0046113),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,DPYSL5
2552,GO_Biological_Process_2023,"Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Independent Decay (GO:0031086)",1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,ZFP36
2551,GO_Biological_Process_2023,Nose Development (GO:0043584),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,PROX1
2550,GO_Biological_Process_2023,Negative Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060336),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,PPARG
2549,GO_Biological_Process_2023,Negative Regulation Of Type 2 Immune Response (GO:0002829),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,IFNL1
2548,GO_Biological_Process_2023,Negative Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070303),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,FOXO1
2547,GO_Biological_Process_2023,Negative Regulation Of Response To Type II Interferon (GO:0060331),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,PPARG
2578,GO_Biological_Process_2023,Positive Regulation Of Triglyceride Catabolic Process (GO:0010898),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,PNPLA2
2577,GO_Biological_Process_2023,Positive Regulation Of Protein K63-linked Ubiquitination (GO:1902523),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,NOD2
2576,GO_Biological_Process_2023,Positive Regulation Of Natural Killer Cell Cytokine Production (GO:0002729),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,KIR2DL4
2575,GO_Biological_Process_2023,Positive Regulation Of Multicellular Organism Growth (GO:0040018),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,GHR
2574,GO_Biological_Process_2023,Positive Regulation Of Mitophagy In Response To Mitochondrial Depolarization (GO:0098779),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,PRKN
2573,GO_Biological_Process_2023,Positive Regulation Of mRNA Binding (GO:1902416),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,LARP6
2572,GO_Biological_Process_2023,Positive Regulation Of Lipoprotein Lipase Activity (GO:0051006),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,GPIHBP1
2571,GO_Biological_Process_2023,Positive Regulation Of Kidney Development (GO:0090184),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,FOXD1
2570,GO_Biological_Process_2023,Positive Regulation Of Interleukin-23 Production (GO:0032747),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,IFNG
2569,GO_Biological_Process_2023,Positive Regulation Of Immune Response To Tumor Cell (GO:0002839),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,NRG1
2568,GO_Biological_Process_2023,Positive Regulation Of Humoral Immune Response (GO:0002922),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,CCR7
2567,GO_Biological_Process_2023,Positive Regulation Of Gliogenesis (GO:0014015),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,IL6
2566,GO_Biological_Process_2023,Positive Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902237),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,PMAIP1
2565,GO_Biological_Process_2023,Positive Regulation Of cAMP-mediated Signaling (GO:0043950),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,SCTR
2564,GO_Biological_Process_2023,Positive Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process (GO:1902961),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,EFNA3
2563,GO_Biological_Process_2023,Positive Regulation Of Amyloid-Beta Clearance (GO:1900223),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,LRP1
2594,GO_Biological_Process_2023,Regulation Of Natural Killer Cell Chemotaxis (GO:2000501),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,CCL7
2593,GO_Biological_Process_2023,Regulation Of Muscle Organ Development (GO:0048634),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,TIFAB
2592,GO_Biological_Process_2023,Regulation Of Metallopeptidase Activity (GO:1905048),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,LRP1
2591,GO_Biological_Process_2023,Regulation Of Male Gonad Development (GO:2000018),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,WT1
2590,GO_Biological_Process_2023,Regulation Of Ketone Biosynthetic Process (GO:0010566),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,EGR1
2589,GO_Biological_Process_2023,Regulation Of Intestinal Cholesterol Absorption (GO:0030300),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,ABCG8
2588,GO_Biological_Process_2023,Regulation Of Hemoglobin Biosynthetic Process (GO:0046984),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,KLF4
2587,GO_Biological_Process_2023,Regulation Of Cortisol Biosynthetic Process (GO:2000064),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,BMP5
2586,GO_Biological_Process_2023,Regulation Of Collagen Fibril Organization (GO:1904026),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,TNXB
2585,GO_Biological_Process_2023,Regulation Of Axon Guidance (GO:1902667),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,NELL1
2584,GO_Biological_Process_2023,Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002840),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,IL4I1
2583,GO_Biological_Process_2023,Regulation Of NAD(P)H Oxidase Activity (GO:0033860),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,SLAMF8
2582,GO_Biological_Process_2023,Regulation Of MHC Class I Biosynthetic Process (GO:0045343),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,IFNL1
2581,GO_Biological_Process_2023,Regulation Of I-kappaB Phosphorylation (GO:1903719),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,CX3CL1
2580,GO_Biological_Process_2023,Protein Localization To Basolateral Plasma Membrane (GO:1903361),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,CAV1
2579,GO_Biological_Process_2023,Protein Catabolic Process In The Vacuole (GO:0007039),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,CPA2
2610,GO_Biological_Process_2023,Very Long-Chain Fatty Acid Catabolic Process (GO:0042760),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,ABCD2
2609,GO_Biological_Process_2023,Vacuole Organization (GO:0007033),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,NDP
2608,GO_Biological_Process_2023,Toll-Like Receptor 3 Signaling Pathway (GO:0034138),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,OAS1
2607,GO_Biological_Process_2023,Sulfur Amino Acid Catabolic Process (GO:0000098),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,CBS
2606,GO_Biological_Process_2023,Skeletal Muscle Cell Differentiation (GO:0035914),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,MYLK2
2605,GO_Biological_Process_2023,Short-Chain Fatty Acid Metabolic Process (GO:0046459),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,ACSM1
2604,GO_Biological_Process_2023,Response To Hepatocyte Growth Factor (GO:0035728),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,NELL1
2603,GO_Biological_Process_2023,Regulation Of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905063),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,KIT
2602,GO_Biological_Process_2023,Regulation Of Toll-Like Receptor 7 Signaling Pathway (GO:0034155),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,RSAD2
2601,GO_Biological_Process_2023,Regulation Of Systemic Arterial Blood Pressure By Renin-Angiotensin (GO:0003081),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,ACE2
2600,GO_Biological_Process_2023,Regulation Of Striated Muscle Tissue Development (GO:0016202),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,CENPF
2599,GO_Biological_Process_2023,Regulation Of Striated Muscle Cell Differentiation (GO:0051153),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,NRG1
2598,GO_Biological_Process_2023,Regulation Of Respiratory Gaseous Exchange (GO:0043576),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,NMB
2597,GO_Biological_Process_2023,Regulation Of Phospholipid Transport (GO:2001138),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,CETP
2596,GO_Biological_Process_2023,Regulation Of Oxidative Stress-Induced Neuron Intrinsic Apoptotic Signaling Pathway (GO:1903376),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,PRKN
2595,GO_Biological_Process_2023,Regulation Of Natural Killer Cell Cytokine Production (GO:0002727),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,KIR2DL4
2626,GO_Biological_Process_2023,Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway (GO:0002484),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,ULBP2;ULBP1
2625,GO_Biological_Process_2023,ATP Transport (GO:0015867),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,CALHM1;SLC17A9
2624,GO_Biological_Process_2023,Negative Regulation Of Inflammatory Response (GO:0050728),18/111,0.6955824719477771,0.999996300842126,0,0,0.900365756400737,0.3268378974125601,IL33;PTGIS;ADIPOQ;CXCL17;GATA3;IGF1;KLF4;CDH5;LRFN5;PROC;TYRO3;SLAMF8;FFAR4;SAA1;PPARG;TEK;PPARA;ELANE
2623,GO_Biological_Process_2023,Double-Strand Break Repair Via Homologous Recombination (GO:0000724),18/111,0.6955824719477771,0.999996300842126,0,0,0.900365756400737,0.3268378974125601,GINS2;BLM;FEN1;RMI2;XRCC2;GINS4;TONSL;HUS1B;CDC7;BRCA2;RAD54B;RAD51AP1;RECQL4;CDC45;RAD51;MCM4;AUNIP;MCM2
2622,GO_Biological_Process_2023,Cytoskeleton Organization (GO:0007010),18/111,0.6955824719477771,0.999996300842126,0,0,0.900365756400737,0.3268378974125601,CCL13;CCL24;CCL11;DST;MAST1;SYNE3;MRAP;FGD3;KISS1;STRIP2;DIAPH3;DES;CCL7;KRT16;RAC3;WASF3;PACSIN1;SH3D19
2621,GO_Biological_Process_2023,Regulation Of Stress Fiber Assembly (GO:0051492),12/75,0.6951906176789793,0.999996300842126,0,0,0.8861870989530564,0.322190335485856,NELL1;SFRP1;TMEFF2;WNT11;ARHGEF15;MYOC;STMN1;RHPN1;EVL;MET;PPM1E;FERMT2
2620,GO_Biological_Process_2023,Positive Regulation Of Neurogenesis (GO:0050769),12/75,0.6951906176789793,0.999996300842126,0,0,0.8861870989530564,0.322190335485856,ROBO2;NTRK2;VCAN;MME;DCT;IFNG;METRN;NEURL1;SOX11;CX3CL1;HAPLN1;PLXNA4
2619,GO_Biological_Process_2023,Positive Regulation Of Growth (GO:0045927),13/81,0.6947064131228083,0.999996300842126,0,0,0.8894262869733591,0.3239877112247941,SLC44A4;HPN;AKAP6;EGFR;SFRP1;EXOSC4;HYAL1;LEP;ERBB2;AGR2;PRSS2;S100A9;S100A8
2618,GO_Biological_Process_2023,Very Long-Chain Fatty Acid Metabolic Process (GO:0000038),5/32,0.6911249990256597,0.999996300842126,0,0,0.8617507654880249,0.3183605284363707,ABCD2;ACSL1;ELOVL2;ELOVL3;SLC27A6
2617,GO_Biological_Process_2023,Transition Metal Ion Transport (GO:0000041),5/32,0.6911249990256597,0.999996300842126,0,0,0.8617507654880249,0.3183605284363707,SLC30A8;TFR2;SLC11A1;F3;MT3
2616,GO_Biological_Process_2023,Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099),5/32,0.6911249990256597,0.999996300842126,0,0,0.8617507654880249,0.3183605284363707,CENPE;UBE2C;PLK1;MAP3K20;CDC6
2615,GO_Biological_Process_2023,Positive Regulation Of Synapse Assembly (GO:0051965),5/32,0.6911249990256597,0.999996300842126,0,0,0.8617507654880249,0.3183605284363707,NLGN1;SLITRK3;SLITRK6;SYNDIG1;EPHB1
2614,GO_Biological_Process_2023,Negative Regulation Of Osteoblast Differentiation (GO:0045668),5/32,0.6911249990256597,0.999996300842126,0,0,0.8617507654880249,0.3183605284363707,GDF10;CITED1;TWIST2;CRIM1;PPARG
2613,GO_Biological_Process_2023,Female Gamete Generation (GO:0007292),5/32,0.6911249990256597,0.999996300842126,0,0,0.8617507654880249,0.3183605284363707,STRA8;IHO1;PTN;HORMAD1;TRIP13
2612,GO_Biological_Process_2023,Xenobiotic Glucuronidation (GO:0052697),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,UGT2B28
2611,GO_Biological_Process_2023,Vitamin A Metabolic Process (GO:0006776),1/6,0.688968086535127,0.999996300842126,0,0,0.9308823529411764,0.3468098343389243,RPE65
2642,GO_Biological_Process_2023,Regulation Of Lamellipodium Organization (GO:1902743),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,VIL1;CARMIL2
2641,GO_Biological_Process_2023,Regulation Of Immune Effector Process (GO:0002697),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,SUSD4;C4BPA
2640,GO_Biological_Process_2023,Protein Localization To Synapse (GO:0035418),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,NLGN1;NPHS1
2639,GO_Biological_Process_2023,Protein Hydroxylation (GO:0018126),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,EGLN3;P3H4
2638,GO_Biological_Process_2023,Positive Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0035774),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,RFX6;GPLD1
2637,GO_Biological_Process_2023,Positive Regulation Of Cyclase Activity (GO:0031281),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,CACNA1D;NOS1
2636,GO_Biological_Process_2023,Positive Regulation Of Alpha-Beta T Cell Differentiation (GO:0046638),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,TNFSF4;TGFBR2
2635,GO_Biological_Process_2023,Peptidyl-Tyrosine Autophosphorylation (GO:0038083),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,SRMS;EGFR
2634,GO_Biological_Process_2023,Negative Regulation Of Neuroinflammatory Response (GO:0150079),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,IGF1;CX3CL1
2633,GO_Biological_Process_2023,Negative Regulation Of Interleukin-12 Production (GO:0032695),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,CCR7;TIGIT
2632,GO_Biological_Process_2023,Mitochondrial Fission (GO:0000266),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,PRKN;MTFR2
2631,GO_Biological_Process_2023,Eye Photoreceptor Cell Development (GO:0042462),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,CRB2;TH
2630,GO_Biological_Process_2023,Cardiac Left Ventricle Morphogenesis (GO:0003214),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,NPY2R;TGFBR2
2629,GO_Biological_Process_2023,Antigen Processing And Presentation Of Peptide Antigen Via MHC Class Ib (GO:0002428),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,ULBP2;ULBP1
2628,GO_Biological_Process_2023,Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class Ib (GO:0002476),2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,ULBP2;ULBP1
2627,GO_Biological_Process_2023,"Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway, TAP-independent (GO:0002486)",2/13,0.6979497232416515,0.999996300842126,0,0,0.8461874758904462,0.3042959623056126,ULBP2;ULBP1
2658,GO_Biological_Process_2023,Positive Regulation Of Nuclear Division (GO:0051785),4/26,0.699573157328999,0.999996300842126,0,0,0.8461004039832232,0.3022989026027603,DMRT1;EDN3;EGF;IGF1
